Display,statement_set,statement,statement_id,repetitions
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,1
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,1
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,1
Display 1,3,William Gray patented the the first pay phone in 1891,20,1
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,1
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,1
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,1
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,1
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The tallest active volcano is the Ojos del Salado,27,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The spiny anteater is a mammal that lays eggs,28,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,The United States Capitol was designed by Dr  William Thornton,29,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,Napoleon was born on the island of Corsica,30,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,A gond is another name for a swamp deer,31,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,4,The Taka is the monetary unit of Bangladesh,32,9
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,"The diameter of the moon is 2,160 miles",33,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,Aconcagua is the tallest mountain in South America,34,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,The bandicoot is a marsupial animal of Australia,35,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
Display 1,5,Nina Kuscsik was the first women's winner of the Boston Marathon,36,18
