Display,statement_set,statement,statement_id,repetitions
Display 1,2,The White House stands on 18 acres of land,9,1
Display 1,2,The average longevity of a kangaroo is seven years,10,1
Display 1,2,Margaret Gorman won the first Miss America Pageant,11,1
Display 1,2,China has the greatest number of people over the age of 80,12,1
Display 1,2,The typewriter was first invented by Christopher Sholes,13,1
Display 1,2,The first cat show was in Great Britain's Crystal Palace in 1871,14,1
Display 1,2,There are currently 5 known 'dwarf planets' in our solar system,15,1
Display 1,2,Braille is based on a code of sixty-three characters,16,1
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,The monk dolphin is the only species of dolphin in its genus,17,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Maria Goppert was the 2nd female Nobel Laureate in physics,18,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,Folegandros is the smallest island in the Mediterranean ocean,19,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,William Gray patented the the first pay phone in 1891,20,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,Maurice Garin was the first winner of the Tour de France,21,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,The Great Galaxy is the galaxy closest to the Milky Way,22,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,"Gunpowder is a mixture of saltpetre, sulphur, and charcoal",23,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,3,The cinnamon tree grows up to 20 meters tall,24,9
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The bicycle was invented by Karl von Sauerbonn,25,18
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,18
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,18
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,18
Display 1,4,The soccer World Cup Trophy was first called the Jules Rimet Trophy,26,18
